Unique.ID,Grantor,Grantee,Program,Year,Date,EndDate,Amount,AmendmentNumber,Funding.Agency,Funding.Source,Category,Location,Issued,Funding.Type,Years,Average.By.Year,City.Year,Population,Amount.Per.Capita,Amount.Per.PEH,Population.PEH,ExpenditureType
,City of Imperial Beach,,,2022.0,,,0,,,,,,,,,,City of Imperial Beach|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
1120,City of Chula Vista,INTERFAITH SHELTER NETWORK,housing assistance,2020.0,6/30/2020,,"$1,509.38 ",,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.01 ,$4.82 ,313.0,Crisis Management
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2020.0,6/30/2020,,"$4,266.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2020,273384.0,$0.02 ,$13.63 ,313.0,Diversion
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2020.0,6/30/2020,,"$11,424.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.04 ,$36.50 ,313.0,Prevention
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,7/31/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,7/31/2020,,$577.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$1.85 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,7/31/2020,,$577.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$1.85 ,313.0,Crisis Management
,City of Chula Vista,CHULA VISTA EXTENDED STAY LLC,housing assistance,2020.0,8/18/2020,,"$3,060.00 ",,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.01 ,$9.78 ,313.0,Crisis Management
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2020.0,8/18/2020,,"$11,865.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.04 ,$37.91 ,313.0,Prevention
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2020.0,8/19/2020,,"$4,372.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2020,273384.0,$0.02 ,$13.97 ,313.0,Diversion
,City of Chula Vista,CHULA VISTA EXTENDED STAY LLC,housing assistance,2020.0,8/21/2020,,"$13,050.00 ",,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.05 ,$41.69 ,313.0,Crisis Management
1121,City of Chula Vista,SBCS CORPORATION,homelessness services,2020.0,8/21/2020,,"$11,350.00 ",,,CDBG,Supportive Services,,,,,,City of Chula Vista|2020,273384.0,$0.04 ,$36.26 ,313.0,Crisis Management
1121,City of Chula Vista,SBCS CORPORATION,homelessness services,2020.0,8/21/2020,,"$13,284.00 ",,,CDBG,Supportive Services,,,,,,City of Chula Vista|2020,273384.0,$0.05 ,$42.44 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$808.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.58 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$330.00 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$1.05 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$82.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$0.26 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$577.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$1.85 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$82.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$0.26 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,8/27/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,9/22/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,CHULA VISTA EXTENDED STAY LLC,housing assistance,2020.0,9/30/2020,,"$5,704.28 ",,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.02 ,$18.22 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,10/30/2020,,$654.50 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$2.09 ,313.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,10/30/2020,,$374.00 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$1.19 ,313.0,Crisis Management
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2020.0,11/6/2020,,"$3,588.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2020,273384.0,$0.01 ,$11.46 ,313.0,Diversion
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2020.0,11/6/2020,,"$3,224.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2020,273384.0,$0.01 ,$10.30 ,313.0,Diversion
,City of Chula Vista,KIKU GARDENS,housing assistance,2020.0,11/10/2020,,"$1,861.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.01 ,$5.95 ,313.0,Prevention
,City of Chula Vista,KIKU GARDENS,housing assistance,2020.0,11/12/2020,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$3.50 ,313.0,Prevention
,City of Chula Vista,KIKU GARDENS,housing assistance,2020.0,11/12/2020,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$3.50 ,313.0,Prevention
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2020.0,11/17/2020,,"$3,121.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2020,273384.0,$0.01 ,$9.97 ,313.0,Diversion
,City of Chula Vista,KIKU GARDENS,housing assistance,2020.0,12/3/2020,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$3.50 ,313.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2020.0,12/15/2020,,"$11,400.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.04 ,$36.42 ,313.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2020.0,12/20/2020,,"$11,182.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.04 ,$35.73 ,313.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2020.0,12/20/2020,,"$12,357.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.05 ,$39.48 ,313.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2020.0,12/20/2020,,"$11,468.00 ",,,HOME,,,,,,,City of Chula Vista|2020,273384.0,$0.04 ,$36.64 ,313.0,Prevention
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2020.0,12/28/2020,,$578.55 ,,,CDBG,,,,,,,City of Chula Vista|2020,273384.0,$0.00 ,$1.85 ,313.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,1/4/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,1/25/2021,,$578.55 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.69 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,1/25/2021,,$578.55 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.69 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,1/25/2021,,$578.55 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.69 ,157.0,Crisis Management
2020-091,City of Chula Vista,ALPHA PROJECT FOR THE HOMELESS,local outreach programs,2021.0,1/29/2021,,"$21,406.93 ",,,CDBG,Transitional Employment,,,,,,City of Chula Vista|2021,277220.0,$0.08 ,$136.35 ,157.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,2/1/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
2020-099,City of Chula Vista,INTERFAITH SHELTER NETWORK,housing assistance,2021.0,2/15/2021,,"$3,205.34 ",,,ESG,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$20.42 ,157.0,Crisis Management
2020-100,City of Chula Vista,INTERFAITH SHELTER NETWORK,housing assistance,2021.0,2/15/2021,,"$4,989.36 ",,,ESG,,,,,,,City of Chula Vista|2021,277220.0,$0.02 ,$31.78 ,157.0,Crisis Management
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2021.0,3/1/2021,,"$12,217.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.04 ,$77.82 ,157.0,Prevention
2020-091,City of Chula Vista,ALPHA PROJECT FOR THE HOMELESS,local outreach programs,2021.0,3/9/2021,,"$7,891.74 ",,,CDBG,Transitional Employment,,,,,,City of Chula Vista|2021,277220.0,$0.03 ,$50.27 ,157.0,Crisis Management
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,3/10/2021,,"$1,948.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$12.41 ,157.0,Diversion
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,3/12/2021,,"$2,959.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$18.85 ,157.0,Diversion
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,3/15/2021,,"$3,393.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$21.61 ,157.0,Diversion
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,3/15/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,3/23/2021,,$553.00 ,,,Housing Authority,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.52 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,3/23/2021,,$100.00 ,,,Housing Authority,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.64 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,3/23/2021,,$600.00 ,,,Housing Authority,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.82 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,3/23/2021,,$55.99 ,,,Housing Authority,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.36 ,157.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,4/1/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
2020-091,City of Chula Vista,ALPHA PROJECT FOR THE HOMELESS,local outreach programs,2021.0,4/1/2021,,"$5,748.49 ",,,CDBG,Transitional Employment,,,,,,City of Chula Vista|2021,277220.0,$0.02 ,$36.61 ,157.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,5/4/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,5/6/2021,,$325.00 ,,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.07 ,157.0,Diversion
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,5/6/2021,,$441.00 ,,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.81 ,157.0,Diversion
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2021.0,5/7/2021,,"$2,071.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$13.19 ,157.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2021.0,5/7/2021,,"$1,222.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$7.78 ,157.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2021.0,5/12/2021,,"$2,982.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$18.99 ,157.0,Prevention
17088,City of Chula Vista,SBCS CORPORATION,housing assistance,2021.0,5/19/2021,,"$1,222.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$7.78 ,157.0,Prevention
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,5/20/2021,,$407.00 ,,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.59 ,157.0,Diversion
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,6/2/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
2020-101,City of Chula Vista,INTERFAITH SHELTER NETWORK,housing assistance,2021.0,6/24/2021,,"$4,282.06 ",,,ESG,,,,,,,City of Chula Vista|2021,277220.0,$0.02 ,$27.27 ,157.0,Crisis Management
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,6/30/2021,,"$2,874.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$18.31 ,157.0,Diversion
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,7/2/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
2020-091,City of Chula Vista,ALPHA PROJECT FOR THE HOMELESS,local outreach programs,2021.0,8/18/2021,,"$64,952.84 ",,,CDBG,Transitional Employment,,,,,,City of Chula Vista|2021,277220.0,$0.23 ,$413.71 ,157.0,Crisis Management
2020-094,City of Chula Vista,"MCALISTER INSTITUTE FOR TREATMENT & EDUCATION, INC",local outreach programs,2021.0,8/18/2021,,"$26,835.78 ",,,CDBG,Supportive Services,,,,,,City of Chula Vista|2021,277220.0,$0.10 ,$170.93 ,157.0,Crisis Management
2020-102,City of Chula Vista,INTERFAITH SHELTER NETWORK,housing assistance,2021.0,8/18/2021,,"$2,523.24 ",,,ESG,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$16.07 ,157.0,Crisis Management
2020-100,City of Chula Vista,SBCS CORPORATION,homelessness services,2021.0,8/18/2021,,"$55,727.00 ",,,ESG,Supportive Services,,,,,,City of Chula Vista|2021,277220.0,$0.20 ,$354.95 ,157.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,8/19/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,"$1,078.77 ",,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.87 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$125.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.80 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$125.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.80 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$125.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.80 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$261.18 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.66 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$386.18 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.46 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$435.30 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.77 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$435.30 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.77 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$435.30 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.77 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,"$2,642.96 ",,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$16.83 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,"$1,078.77 ",,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.87 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$435.30 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.77 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$609.42 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.88 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$1.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.01 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$125.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.80 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$261.18 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.66 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$600.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.82 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,"$1,654.14 ",,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$10.54 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$600.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.82 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$934.45 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$5.95 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,"$1,149.26 ",,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$7.32 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,8/25/2021,,$240.99 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.53 ,157.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,9/1/2021,,"$1,094.00 ",,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.97 ,157.0,Prevention
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,9/9/2021,,"$2,119.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$13.50 ,157.0,Diversion
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,9/9/2021,,"$3,628.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$23.11 ,157.0,Diversion
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,9/21/2021,,"$2,859.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$18.21 ,157.0,Diversion
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$686.49 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$4.37 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$98.07 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.62 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$196.14 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.25 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$600.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.82 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,"$1,005.18 ",,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$6.40 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$125.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.80 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$1.02 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.01 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$914.27 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$5.82 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,9/23/2021,,$24.33 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.15 ,157.0,Crisis Management
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,10/25/2021,,"$2,770.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$17.64 ,157.0,Diversion
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,10/26/2021,,$125.00 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$0.80 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,10/26/2021,,$435.30 ,,,ESG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.77 ,157.0,Crisis Management
,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,10/26/2021,,$560.30 ,,,ESG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.57 ,157.0,Crisis Management
16111-A3,City of Chula Vista,SBCS CORPORATION,rapid rehousing program,2021.0,11/18/2021,,"$2,770.00 ",,,ESG,Rapid Rehousing Services,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$17.64 ,157.0,Diversion
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,12/23/2021,,$386.18 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$2.46 ,157.0,Crisis Management
1066,City of Chula Vista,ONE TIME VENDOR,housing assistance,2021.0,12/23/2021,,$560.30 ,,,CDBG,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$3.57 ,157.0,Crisis Management
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,12/28/2021,,$212.00 ,,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.35 ,157.0,Prevention
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,12/28/2021,,$212.00 ,,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.35 ,157.0,Prevention
,City of Chula Vista,KIKU GARDENS,housing assistance,2021.0,12/28/2021,,$212.00 ,,,HOME,,,,,,,City of Chula Vista|2021,277220.0,$0.00 ,$1.35 ,157.0,Prevention
,City of Chula Vista,"MARK II, LP",housing assistance,2021.0,12/28/2021,,"$1,668.00 ",,,Housing Authority,,,,,,,City of Chula Vista|2021,277220.0,$0.01 ,$10.62 ,157.0,Prevention
,City of El Cajon,Crisis House,housing navigation services,2016.0,7/1/2015,6/30/2016,"$7,699.00 ",,U.S. Department of Housing and Urban Development,,,,,,,,City of El Cajon|2016,,$0.00 ,$0.00 ,321.0,Crisis Management
,City of El Cajon,Crisis House,neighborhood revitalization services,2018.0,7/1/2018,6/30/2019,"$19,725.00 ",,U.S. Department of Housing and Urban Development,,Facilities Improvements,,,,,,City of El Cajon|2018,,$0.00 ,$0.00 ,580.0,Crisis Management
,City of El Cajon,Crisis House,neighborhood revitalization services,2019.0,7/1/2019,6/30/2020,"$48,449.35 ",,U.S. Department of Housing and Urban Development,,Facilities Improvements,,,,,,City of El Cajon|2019,,$0.00 ,$0.00 ,787.0,Crisis Management
,City of El Cajon,Crisis House,homelessness services,2019.0,11/20/2020,6/30/1931,"$700,000.00 ",,U.S. Department of Housing and Urban Development,,,,,,,,City of El Cajon|2019,,$0.00 ,$0.00 ,787.0,Crisis Management
